,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
3000,-119.03,35.3,10.0,829.0,146.0,447.0,173.0,4.1484,102900.0,INLAND
3001,-119.02,35.3,10.0,7397.0,1369.0,4611.0,1310.0,3.6369,81600.0,INLAND
3002,-119.01,35.32,23.0,4870.0,965.0,2717.0,928.0,2.596,70000.0,INLAND
3003,-119.01,35.31,19.0,7092.0,1517.0,4101.0,1436.0,2.1006,74800.0,INLAND
3004,-119.01,35.3,7.0,8596.0,1597.0,4893.0,1520.0,3.9054,80900.0,INLAND
3005,-119.07,35.27,25.0,3081.0,635.0,1830.0,591.0,2.5804,97900.0,INLAND
3006,-119.13,35.22,5.0,6268.0,1003.0,3269.0,980.0,5.1457,118200.0,INLAND
3007,-119.01,35.24,6.0,80.0,16.0,66.0,21.0,3.125,65000.0,INLAND
3008,-119.01,35.28,10.0,7011.0,1453.0,4163.0,1307.0,2.7659,77500.0,INLAND
3009,-118.99,35.24,40.0,282.0,59.0,213.0,71.0,2.35,91700.0,INLAND
3010,-118.99,35.27,32.0,444.0,102.0,242.0,87.0,1.1528,150000.0,INLAND
3011,-118.93,34.82,24.0,806.0,168.0,323.0,136.0,3.5,113900.0,INLAND
3012,-118.95,34.83,18.0,3278.0,762.0,1338.0,550.0,2.9891,116500.0,INLAND
3013,-118.95,34.81,30.0,2817.0,604.0,1089.0,412.0,3.1364,123500.0,INLAND
3014,-119.15,34.83,6.0,8733.0,1600.0,2006.0,736.0,4.5724,168400.0,INLAND
3015,-119.16,34.95,14.0,4054.0,787.0,1581.0,579.0,3.0882,148200.0,INLAND
3016,-118.93,34.82,8.0,508.0,111.0,229.0,84.0,4.0332,128300.0,INLAND
3017,-119.4,35.06,21.0,2213.0,458.0,1250.0,440.0,2.9187,52100.0,INLAND
3018,-119.45,35.07,45.0,973.0,183.0,500.0,177.0,2.6389,30000.0,INLAND
3019,-119.42,35.19,26.0,890.0,172.0,483.0,170.0,4.15,68200.0,INLAND
3020,-119.5,35.27,23.0,3827.0,696.0,1993.0,617.0,3.0742,57900.0,INLAND
3021,-119.48,35.17,36.0,116.0,20.0,39.0,18.0,3.125,37500.0,INLAND
3022,-119.45,35.16,34.0,3437.0,696.0,1783.0,608.0,2.3912,52900.0,INLAND
3023,-119.46,35.17,40.0,4164.0,812.0,1998.0,773.0,2.8323,50800.0,INLAND
3024,-119.46,35.14,30.0,2943.0,,1565.0,584.0,2.5313,45800.0,INLAND
3025,-119.47,35.14,19.0,4190.0,690.0,1973.0,702.0,3.9929,88300.0,INLAND
3026,-119.45,35.15,33.0,5050.0,964.0,2293.0,919.0,3.1592,75400.0,INLAND
3027,-119.45,35.13,34.0,1440.0,309.0,808.0,294.0,2.3013,26600.0,INLAND
3028,-119.46,35.13,46.0,2745.0,543.0,1423.0,482.0,2.1955,26900.0,INLAND
3029,-119.47,35.13,44.0,4599.0,877.0,2140.0,831.0,2.9952,63800.0,INLAND
3030,-119.47,35.4,32.0,2167.0,421.0,1301.0,394.0,1.9718,69800.0,INLAND
3031,-119.42,35.4,24.0,2585.0,480.0,1442.0,424.0,2.8452,104700.0,INLAND
3032,-119.12,35.41,12.0,5589.0,941.0,3018.0,917.0,4.4561,96900.0,INLAND
3033,-119.11,35.39,22.0,984.0,176.0,451.0,170.0,3.25,88900.0,INLAND
3034,-119.12,35.39,13.0,1264.0,202.0,552.0,187.0,4.5903,94300.0,INLAND
3035,-119.19,35.41,12.0,2835.0,471.0,1399.0,413.0,4.4125,149000.0,INLAND
3036,-119.2,35.37,6.0,7383.0,1095.0,3415.0,1059.0,5.3119,157300.0,INLAND
3037,-119.12,35.38,18.0,1521.0,269.0,706.0,279.0,4.4196,121000.0,INLAND
3038,-119.11,35.38,37.0,2044.0,394.0,894.0,359.0,2.9453,82800.0,INLAND
