,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
1000,-121.76,37.69,29.0,3433.0,711.0,1919.0,709.0,3.3841,184400.0,INLAND
1001,-121.77,37.68,36.0,1687.0,372.0,950.0,372.0,3.5532,158400.0,INLAND
1002,-121.78,37.69,34.0,2358.0,498.0,1157.0,461.0,3.3618,174600.0,INLAND
1003,-121.78,37.69,35.0,2853.0,588.0,1761.0,572.0,4.3533,168400.0,INLAND
1004,-121.79,37.69,25.0,6296.0,1082.0,3200.0,1047.0,4.5357,188400.0,INLAND
1005,-121.76,37.7,9.0,3980.0,736.0,1705.0,679.0,5.7068,256700.0,INLAND
1006,-121.75,37.69,26.0,2647.0,536.0,1422.0,522.0,3.7212,183800.0,INLAND
1007,-121.75,37.68,35.0,1755.0,299.0,702.0,263.0,5.2443,183400.0,INLAND
1008,-121.76,37.68,35.0,1864.0,357.0,1189.0,349.0,4.2361,177500.0,INLAND
1009,-121.76,37.68,32.0,1078.0,207.0,555.0,197.0,3.1856,186900.0,INLAND
1010,-121.73,37.68,17.0,20354.0,3493.0,8768.0,3293.0,5.4496,238900.0,INLAND
1011,-121.78,37.68,17.0,3112.0,872.0,1392.0,680.0,3.0222,172500.0,INLAND
1012,-121.77,37.68,44.0,495.0,112.0,277.0,109.0,2.6667,179200.0,INLAND
1013,-121.76,37.68,52.0,2157.0,418.0,929.0,419.0,3.7301,204400.0,INLAND
1014,-121.77,37.68,41.0,1501.0,299.0,629.0,288.0,4.6806,209400.0,INLAND
1015,-121.77,37.67,20.0,8068.0,1217.0,3489.0,1259.0,5.7907,264200.0,INLAND
1016,-121.76,37.67,6.0,3023.0,518.0,1225.0,468.0,6.3705,350000.0,INLAND
1017,-121.78,37.67,26.0,2211.0,344.0,1024.0,321.0,5.2649,199800.0,INLAND
1018,-121.79,37.67,26.0,2163.0,339.0,947.0,346.0,6.0797,211000.0,INLAND
1019,-121.78,37.67,28.0,1773.0,278.0,804.0,269.0,4.8571,201100.0,INLAND
1020,-121.78,37.66,25.0,1947.0,418.0,900.0,354.0,3.8523,193000.0,INLAND
1021,-121.79,37.66,22.0,14701.0,2210.0,6693.0,2232.0,5.98,245000.0,INLAND
1022,-119.78,38.69,17.0,1364.0,282.0,338.0,152.0,2.45,117600.0,INLAND
1023,-119.93,38.72,15.0,2061.0,465.0,573.0,196.0,2.2417,97900.0,INLAND
1024,-120.0,38.52,16.0,3045.0,543.0,202.0,102.0,3.15,140600.0,INLAND
1025,-120.56,38.48,14.0,3545.0,702.0,946.0,411.0,3.4609,120900.0,INLAND
1026,-120.59,38.45,13.0,2944.0,558.0,1091.0,466.0,3.0,119000.0,INLAND
1027,-120.55,38.46,16.0,1443.0,249.0,435.0,181.0,3.2031,129200.0,INLAND
1028,-120.55,38.45,17.0,2277.0,474.0,767.0,356.0,2.5208,99100.0,INLAND
1029,-120.55,38.43,18.0,1564.0,357.0,618.0,277.0,2.3549,108900.0,INLAND
1030,-120.25,38.55,15.0,4403.0,891.0,1103.0,433.0,3.0125,111700.0,INLAND
1031,-120.79,38.54,34.0,1133.0,254.0,495.0,187.0,2.05,68900.0,INLAND
1032,-120.8,38.51,23.0,1001.0,195.0,369.0,157.0,3.125,96400.0,INLAND
1033,-120.65,38.5,10.0,1783.0,337.0,638.0,262.0,2.65,116700.0,INLAND
1034,-120.76,38.47,17.0,1521.0,309.0,607.0,240.0,3.5,123800.0,INLAND
1035,-120.88,38.45,25.0,1374.0,297.0,657.0,288.0,2.5476,97900.0,INLAND
1036,-120.79,38.43,40.0,1391.0,246.0,546.0,214.0,3.9107,129800.0,INLAND
1037,-120.69,38.44,13.0,1473.0,265.0,597.0,228.0,4.2917,121300.0,INLAND
1038,-120.93,38.5,15.0,1248.0,234.0,529.0,216.0,3.3393,107200.0,INLAND
1039,-120.97,38.42,16.0,1748.0,322.0,4930.0,287.0,4.3029,121900.0,INLAND
1040,-120.87,38.37,28.0,3998.0,765.0,1614.0,698.0,2.8125,113400.0,INLAND
1041,-120.98,38.34,27.0,3471.0,653.0,1793.0,600.0,3.5508,99100.0,INLAND
1042,-120.88,38.32,18.0,2791.0,492.0,1187.0,438.0,3.2589,103000.0,INLAND
1043,-120.93,38.26,13.0,2084.0,449.0,834.0,305.0,3.2937,114200.0,INLAND
1044,-120.72,38.42,17.0,5654.0,1085.0,2237.0,953.0,3.0465,144100.0,INLAND
1045,-120.77,38.38,15.0,4221.0,816.0,1737.0,743.0,2.3125,128600.0,INLAND
1046,-120.72,38.38,9.0,1787.0,347.0,806.0,306.0,2.525,157200.0,INLAND
1047,-120.66,38.4,18.0,2144.0,420.0,985.0,381.0,3.175,118500.0,INLAND
1048,-120.65,38.42,23.0,1538.0,305.0,730.0,267.0,2.6078,116700.0,INLAND
1049,-120.62,38.39,15.0,3750.0,691.0,1444.0,603.0,2.7399,134800.0,INLAND
1050,-120.69,38.36,19.0,3267.0,614.0,1252.0,566.0,2.7236,109900.0,INLAND
1051,-120.71,38.34,16.0,1257.0,231.0,559.0,213.0,4.4531,144300.0,INLAND
1052,-120.8,38.31,37.0,1341.0,256.0,533.0,242.0,3.2135,123600.0,INLAND
1053,-121.83,39.76,12.0,9831.0,1921.0,4644.0,1775.0,3.1142,112600.0,INLAND
1054,-121.82,39.76,23.0,6010.0,1116.0,2710.0,1149.0,3.0068,107300.0,INLAND
1055,-121.86,39.78,12.0,7653.0,1578.0,3628.0,1494.0,3.0905,117800.0,INLAND
1056,-121.85,39.77,17.0,5273.0,1177.0,2446.0,1199.0,1.9362,89900.0,INLAND
1057,-121.84,39.76,14.0,2351.0,620.0,1215.0,548.0,2.3155,102300.0,INLAND
1058,-121.86,39.76,19.0,7254.0,1785.0,4030.0,1667.0,2.0094,87300.0,INLAND
1059,-121.89,39.76,15.0,10265.0,1860.0,4591.0,1906.0,3.07,142600.0,INLAND
1060,-121.88,39.74,12.0,14631.0,3298.0,7517.0,3262.0,1.6785,153100.0,INLAND
1061,-121.87,39.75,22.0,1707.0,296.0,822.0,297.0,3.6625,126600.0,INLAND
1062,-121.86,39.75,18.0,1651.0,309.0,856.0,293.0,3.5046,118300.0,INLAND
1063,-121.87,39.74,7.0,1737.0,290.0,747.0,265.0,3.9,147000.0,INLAND
1064,-121.85,39.75,39.0,568.0,127.0,267.0,129.0,1.8095,78100.0,INLAND
